Applicant_ID,Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Value,City,Loan_to_Income_Ratio,Debt_to_Income_Ratio,Late_Payments_Count,Default_History,Loan_Status
A0402,30,Male,Married,2,Highschool,Salaried,1404552,519,2,394957,36,Vehicle,1966340,Mumbai,0.28,0.18,5,Yes,Rejected
A0403,25,Female,Single,2,Graduate,Self-employed,915295,330,3,1078190,24,Medical,1648856,Bhopal,1.18,0.79,3,Yes,Rejected
A0404,56,Male,Married,1,Graduate,Salaried,1192652,822,1,890944,60,Medical,1333040,Lucknow,0.75,0.2,2,No,Approved
A0405,54,Male,Married,3,Highschool,Salaried,1254212,642,2,350703,36,Education,1389691,Bhopal,0.28,0.19,4,Yes,Rejected
A0406,51,Female,Married,1,Highschool,Retired,461578,676,2,1296278,120,Business,1831716,Pune,2.81,0.54,5,Yes,Rejected
A0407,30,Male,Single,0,Graduate,Salaried,483816,429,3,217907,36,Medical,1221793,Ahmedabad,0.45,0.52,1,No,Rejected
A0408,39,Female,Married,3,Highschool,Salaried,1476269,838,0,305591,60,Business,1243336,Delhi,0.21,0.04,2,No,Approved
A0409,52,Male,Married,2,Highschool,Salaried,721393,301,3,493852,120,Medical,1359301,Delhi,0.68,0.32,2,No,Rejected
A0410,21,Female,Single,1,Postgraduate,Self-employed,1249230,400,0,1085461,36,Business,1010065,Lucknow,0.87,0.29,5,Yes,Rejected
A0411,25,Female,Single,2,Graduate,Self-employed,778921,832,2,623869,36,Vehicle,880077,Lucknow,0.8,0.42,3,Yes,Rejected
A0412,24,Male,Married,2,Graduate,Salaried,1265719,357,0,1358209,24,Business,545042,Bhopal,1.07,0.54,2,No,Rejected
A0413,36,Female,Married,0,Graduate,Self-employed,780222,688,2,897783,36,Vehicle,69837,Mumbai,1.15,0.54,4,Yes,Rejected
A0414,44,Male,Married,3,Graduate,Salaried,827751,640,2,727915,180,Vehicle,1711143,Lucknow,0.88,0.2,5,Yes,Rejected
A0415,36,Male,Married,0,Graduate,Self-employed,325851,319,1,1276957,60,Education,945424,Bhopal,3.92,0.97,4,Yes,Rejected
A0416,22,Male,Single,0,Graduate,Salaried,753375,554,0,1086684,12,Medical,218811,Chennai,1.44,1.44,5,Yes,Rejected
A0417,48,Female,Married,0,Graduate,Salaried,866978,616,0,1492398,12,Home,1958754,Delhi,1.72,1.72,4,Yes,Rejected
A0418,52,Female,Married,2,Highschool,Retired,994878,337,0,697597,12,Vehicle,639068,Lucknow,0.7,0.7,3,Yes,Rejected
A0419,47,Male,Single,0,Graduate,Salaried,511011,836,3,767861,60,Medical,611369,Pune,1.5,0.65,5,Yes,Rejected
A0420,40,Male,Single,0,Graduate,Salaried,644244,685,1,999145,12,Personal,1859024,Indore,1.55,1.64,1,No,Rejected
A0421,44,Female,Married,3,Postgraduate,Salaried,358272,325,1,136382,24,Business,1014138,Bhopal,0.38,0.36,3,Yes,Rejected
A0422,32,Male,Single,3,Graduate,Retired,426179,753,1,846714,60,Personal,1371242,Delhi,1.99,0.54,4,Yes,Rejected
A0423,55,Male,Married,0,Graduate,Salaried,1074506,622,3,962219,180,Business,1566023,Lucknow,0.9,0.23,5,Yes,Rejected
A0424,53,Female,Single,3,Highschool,Salaried,1466084,812,0,1171917,120,Education,1955904,Ahmedabad,0.8,0.08,3,Yes,Rejected
A0425,53,Male,Single,3,Graduate,Salaried,550036,312,0,1374856,180,Vehicle,991596,Bhopal,2.5,0.17,4,Yes,Rejected
A0426,57,Female,Single,0,Highschool,Salaried,1468207,859,0,1349516,60,Home,1160675,Mumbai,0.92,0.18,0,No,Rejected
A0427,32,Male,Widowed,2,Graduate,Salaried,582188,670,1,505218,60,Vehicle,1724038,Lucknow,0.87,0.28,0,No,Rejected
A0428,23,Female,Married,0,Highschool,Self-employed,239148,590,1,710108,36,Business,1939437,Bhopal,2.97,1.24,2,No,Rejected
A0429,21,Male,Widowed,3,Graduate,Retired,1400346,631,2,1208525,36,Home,1836932,Lucknow,0.86,0.37,1,No,Rejected
A0430,53,Male,Married,2,Highschool,Salaried,635686,560,3,508916,36,Vehicle,85015,Kolkata,0.8,0.55,0,No,Rejected
A0431,30,Female,Single,1,Graduate,Salaried,685287,504,3,834665,240,Home,629275,Indore,1.22,0.32,4,Yes,Rejected
A0432,49,Male,Married,2,Postgraduate,Salaried,495901,686,1,583075,240,Business,578621,Jaipur,1.18,0.18,3,Yes,Rejected
A0433,33,Female,Married,3,Highschool,Salaried,278012,767,2,1090003,48,Education,1788394,Jaipur,3.92,1.41,5,Yes,Rejected
A0434,32,Male,Married,2,Graduate,Self-employed,1113475,714,0,612472,240,Education,1041680,Kolkata,0.55,0.03,3,Yes,Rejected
A0435,51,Female,Single,0,Graduate,Salaried,1187751,368,1,427370,24,Vehicle,1225747,Bhopal,0.36,0.23,2,No,Rejected
A0436,22,Female,Married,1,Highschool,Salaried,256116,771,3,931599,60,Personal,712706,Mumbai,3.64,1.43,3,Yes,Rejected
A0437,55,Female,Single,1,Graduate,Self-employed,344233,403,3,1357427,180,Business,650660,Lucknow,3.94,0.79,0,No,Rejected
A0438,43,Female,Single,1,Highschool,Salaried,1280728,460,3,1307587,60,Vehicle,1779417,Bhopal,1.02,0.34,3,Yes,Rejected
A0439,37,Male,Married,3,Graduate,Salaried,306379,499,0,554581,36,Vehicle,393522,Ahmedabad,1.81,0.6,0,No,Rejected
A0440,46,Male,Married,3,Graduate,Salaried,1475481,515,3,167381,60,Education,350639,Mumbai,0.11,0.14,0,No,Rejected
A0441,28,Female,Single,1,Graduate,Self-employed,1269412,511,0,933142,120,Home,594055,Ahmedabad,0.74,0.07,1,No,Rejected
A0442,49,Female,Single,2,Graduate,Retired,421439,807,0,378910,240,Business,1152908,Kolkata,0.9,0.04,2,No,Rejected
A0443,46,Female,Married,1,Highschool,Salaried,1435296,315,0,202416,60,Home,1716143,Pune,0.14,0.03,4,Yes,Rejected
A0444,30,Male,Married,2,Highschool,Retired,1405979,797,1,1197034,180,Medical,1874434,Jaipur,0.85,0.1,0,No,Rejected
A0445,46,Male,Married,2,Graduate,Salaried,1390411,631,0,942653,12,Medical,530624,Jaipur,0.68,0.68,5,Yes,Rejected
A0446,54,Male,Widowed,3,Graduate,Salaried,1055876,850,2,451637,120,Business,374344,Lucknow,0.43,0.16,2,No,Approved
A0447,27,Male,Married,2,Postgraduate,Salaried,817397,555,3,1128212,120,Personal,730526,Indore,1.38,0.36,4,Yes,Rejected
A0448,24,Female,Single,1,Postgraduate,Salaried,1398835,471,1,527562,60,Medical,1327976,Kolkata,0.38,0.12,5,Yes,Rejected
A0449,31,Female,Married,3,Postgraduate,Salaried,1391605,797,3,1003282,48,Education,754805,Bhopal,0.72,0.31,3,Yes,Rejected
A0450,49,Female,Married,0,Graduate,Salaried,597595,770,0,277946,36,Personal,180889,Kolkata,0.47,0.16,2,No,Approved
A0451,56,Male,Single,0,Graduate,Salaried,806306,683,1,1043652,24,Vehicle,1548496,Bhopal,1.29,0.72,5,Yes,Rejected
A0452,45,Male,Married,3,Graduate,Salaried,520057,888,2,1180109,24,Medical,295863,Kolkata,2.27,1.37,2,No,Rejected
A0453,41,Male,Single,1,Graduate,Salaried,726925,806,0,994576,12,Education,1877025,Pune,1.37,1.37,2,No,Rejected
A0454,56,Female,Divorced,0,Highschool,Self-employed,665994,826,3,964899,24,Vehicle,45704,Chennai,1.45,0.99,3,Yes,Rejected
A0455,30,Female,Married,0,Postgraduate,Salaried,1028457,624,2,363503,24,Personal,816445,Indore,0.35,0.29,3,Yes,Rejected
A0456,57,Male,Married,2,Postgraduate,Salaried,956547,513,0,219119,36,Business,342135,Bhopal,0.23,0.08,2,No,Rejected
A0457,29,Female,Married,2,Graduate,Salaried,561652,507,2,321140,240,Vehicle,1905266,Indore,0.57,0.24,5,Yes,Rejected
A0458,44,Male,Married,1,Highschool,Salaried,806752,468,0,1431064,36,Home,1389068,Mumbai,1.77,0.59,1,No,Rejected
A0459,55,Male,Married,3,Graduate,Self-employed,736119,629,1,1004931,48,Business,226884,Kolkata,1.37,0.42,0,No,Rejected
A0460,55,Female,Married,1,Postgraduate,Salaried,313768,579,0,431922,180,Business,1216424,Lucknow,1.38,0.09,3,Yes,Rejected
A0461,56,Male,Single,3,Postgraduate,Salaried,971271,604,1,382745,12,Personal,1320780,Delhi,0.39,0.46,1,No,Rejected
A0462,38,Female,Married,0,Highschool,Self-employed,1077311,445,0,1394416,24,Personal,1520384,Mumbai,1.29,0.65,3,Yes,Rejected
A0463,59,Male,Single,2,Highschool,Salaried,1112969,815,0,1441502,48,Education,1047640,Ahmedabad,1.3,0.32,2,No,Rejected
A0464,52,Female,Married,1,Postgraduate,Salaried,1164266,389,3,543035,12,Education,924159,Jaipur,0.47,0.62,1,No,Rejected
A0465,44,Female,Married,1,Graduate,Salaried,829112,752,2,1101920,120,Home,743470,Delhi,1.33,0.28,5,Yes,Rejected
A0466,43,Female,Married,3,Graduate,Retired,1216462,359,2,459267,24,Business,312067,Pune,0.38,0.29,5,Yes,Rejected
A0467,52,Male,Single,3,Postgraduate,Salaried,1337317,610,2,1010657,24,Home,78563,Kolkata,0.76,0.47,4,Yes,Rejected
A0468,57,Male,Single,1,Highschool,Salaried,1267406,827,0,763440,36,Home,1707966,Chennai,0.6,0.2,0,No,Approved
A0469,32,Female,Married,3,Graduate,Salaried,1060380,526,0,1106247,60,Personal,1138355,Pune,1.04,0.21,0,No,Rejected
A0470,33,Female,Single,1,Highschool,Salaried,269202,773,0,789317,12,Home,1737225,Bhopal,2.93,2.93,3,Yes,Rejected
A0471,43,Male,Single,1,Graduate,Salaried,499189,840,1,458332,24,Home,937243,Delhi,0.92,0.58,0,No,Rejected
A0472,45,Male,Single,1,Postgraduate,Salaried,417394,378,1,851240,240,Vehicle,99704,Jaipur,2.04,0.25,4,Yes,Rejected
A0473,55,Male,Widowed,0,Graduate,Salaried,1450699,732,3,221292,12,Education,1310333,Lucknow,0.15,0.28,5,Yes,Rejected
A0474,50,Female,Married,3,Postgraduate,Retired,357699,452,0,190570,180,Education,1964165,Chennai,0.53,0.04,1,No,Rejected
A0475,37,Male,Single,2,Graduate,Self-employed,477342,700,2,584540,240,Business,110234,Indore,1.22,0.31,1,No,Rejected
A0476,40,Male,Single,2,Graduate,Salaried,1055953,578,2,1095791,48,Education,1372407,Kolkata,1.04,0.37,5,Yes,Rejected
A0477,45,Female,Single,3,Highschool,Self-employed,704655,356,3,223791,240,Medical,36491,Bhopal,0.32,0.27,2,No,Rejected
A0478,42,Male,Married,1,Graduate,Salaried,436824,485,2,1064986,48,Business,750909,Kolkata,2.44,0.88,5,Yes,Rejected
A0479,33,Male,Married,2,Graduate,Salaried,1267979,697,3,615689,60,Vehicle,1907123,Pune,0.49,0.24,1,No,Rejected
A0480,39,Male,Single,2,Highschool,Salaried,1252257,457,0,984807,24,Education,904367,Delhi,0.79,0.39,3,Yes,Rejected
A0481,56,Female,Single,3,Graduate,Self-employed,553699,658,2,856349,240,Vehicle,1394498,Pune,1.55,0.29,4,Yes,Rejected
A0482,32,Female,Single,2,Graduate,Self-employed,1248072,739,0,830281,180,Education,922285,Delhi,0.67,0.04,5,Yes,Rejected
A0483,39,Female,Married,1,Graduate,Salaried,829674,888,1,462470,36,Education,1069024,Lucknow,0.56,0.26,2,No,Approved
A0484,32,Female,Married,3,Graduate,Retired,598845,765,2,246903,24,Vehicle,504393,Jaipur,0.41,0.41,3,Yes,Rejected
A0485,29,Female,Single,1,Graduate,Salaried,293246,745,1,145708,12,Home,1362270,Indore,0.5,0.7,5,Yes,Rejected
A0486,27,Female,Single,2,Highschool,Self-employed,1344440,787,2,1315442,120,Home,1622158,Lucknow,0.98,0.19,3,Yes,Rejected
A0487,48,Female,Single,2,Highschool,Retired,408886,829,0,1470092,48,Home,283590,Mumbai,3.6,0.9,5,Yes,Rejected
A0488,34,Male,Widowed,1,Graduate,Salaried,470561,372,3,583157,12,Medical,338723,Jaipur,1.24,1.62,3,Yes,Rejected
A0489,51,Male,Single,0,Graduate,Self-employed,1414413,316,0,1318385,60,Home,740749,Lucknow,0.93,0.19,0,No,Rejected
A0490,39,Female,Married,2,Highschool,Salaried,1060931,830,0,233692,48,Education,901111,Chennai,0.22,0.06,3,Yes,Rejected
A0491,36,Male,Married,0,Postgraduate,Salaried,1493736,625,0,594166,36,Personal,1134191,Kolkata,0.4,0.13,0,No,Rejected
A0492,25,Male,Single,2,Graduate,Salaried,387646,845,2,858529,48,Vehicle,17101,Pune,2.21,0.86,1,No,Rejected
A0493,55,Female,Single,0,Graduate,Salaried,1220332,895,3,1314705,120,Personal,983682,Jaipur,1.08,0.26,0,No,Rejected
A0494,32,Male,Single,0,Highschool,Retired,983566,501,1,1057642,240,Medical,290160,Chennai,1.08,0.11,3,Yes,Rejected
A0495,45,Male,Married,0,Graduate,Self-employed,1014107,643,0,834750,180,Personal,1722868,Pune,0.82,0.05,4,Yes,Rejected
A0496,41,Male,Married,1,Graduate,Salaried,735620,822,2,153024,240,Business,1486445,Mumbai,0.21,0.17,4,Yes,Rejected
A0497,56,Male,Married,0,Graduate,Self-employed,979105,699,1,1323759,24,Home,614769,Ahmedabad,1.35,0.74,1,No,Rejected
A0498,43,Male,Married,0,Graduate,Retired,1005609,517,0,1303722,120,Medical,577090,Jaipur,1.3,0.13,3,Yes,Rejected
A0499,36,Female,Single,0,Postgraduate,Salaried,1116992,744,1,642112,180,Education,1842557,Chennai,0.57,0.09,0,No,Approved
A0500,59,Female,Widowed,2,Graduate,Retired,420326,521,0,618534,120,Home,210005,Pune,1.47,0.15,4,Yes,Rejected
A0501,59,Female,Married,0,Highschool,Salaried,923807,682,1,148926,24,Home,1729298,Pune,0.16,0.15,5,Yes,Rejected
A0502,34,Male,Single,2,Graduate,Self-employed,519248,891,1,1316508,48,Personal,1620706,Lucknow,2.54,0.75,2,No,Rejected
A0503,51,Female,Widowed,0,Graduate,Salaried,546479,306,3,375119,60,Business,46539,Delhi,0.69,0.47,3,Yes,Rejected
A0504,25,Male,Married,0,Graduate,Salaried,1329306,571,3,961309,24,Home,1606581,Lucknow,0.72,0.5,5,Yes,Rejected
A0505,55,Male,Married,1,Highschool,Salaried,1486050,315,0,781908,24,Vehicle,972100,Chennai,0.53,0.26,5,Yes,Rejected
A0506,43,Male,Married,2,Highschool,Salaried,490477,723,2,463114,180,Vehicle,770569,Bhopal,0.94,0.31,3,Yes,Rejected
A0507,49,Male,Married,0,Postgraduate,Salaried,483817,823,3,583791,36,Home,416232,Kolkata,1.21,0.77,2,No,Rejected
A0508,31,Female,Married,2,Graduate,Salaried,1100853,320,1,794096,240,Personal,1234848,Jaipur,0.72,0.09,4,Yes,Rejected
A0509,38,Female,Single,2,Postgraduate,Salaried,453017,527,3,161562,48,Personal,1522060,Lucknow,0.36,0.49,2,No,Rejected
A0510,32,Male,Single,3,Graduate,Retired,851824,587,3,1451129,24,Education,1502079,Pune,1.7,1.06,1,No,Rejected
A0511,29,Female,Divorced,1,Graduate,Salaried,533245,433,0,896266,60,Medical,115042,Pune,1.68,0.34,0,No,Rejected
A0512,30,Male,Single,1,Graduate,Salaried,1009253,582,3,625128,12,Medical,127922,Ahmedabad,0.62,0.8,0,No,Rejected
A0513,37,Female,Single,1,Postgraduate,Salaried,1274070,703,3,834769,48,Medical,92447,Jaipur,0.66,0.31,5,Yes,Rejected
A0514,58,Female,Married,3,Graduate,Salaried,574842,365,1,131568,36,Business,1394122,Ahmedabad,0.23,0.18,4,Yes,Rejected
A0515,27,Male,Married,3,Graduate,Self-employed,573704,736,3,897278,120,Personal,1353327,Kolkata,1.56,0.47,2,No,Rejected
A0516,33,Female,Married,1,Highschool,Self-employed,1242630,558,1,761259,24,Education,1207269,Mumbai,0.61,0.35,5,Yes,Rejected
A0517,29,Male,Divorced,3,Graduate,Salaried,480790,402,3,710326,60,Vehicle,1061399,Lucknow,1.48,0.67,3,Yes,Rejected
A0518,47,Female,Single,3,Graduate,Salaried,323777,866,3,1345749,48,Medical,1078562,Indore,4.16,1.6,5,Yes,Rejected
A0519,22,Male,Single,3,Highschool,Self-employed,1055783,400,2,1056277,60,Vehicle,645970,Chennai,1.0,0.31,3,Yes,Rejected
A0520,25,Male,Single,1,Highschool,Salaried,1101366,497,3,229789,60,Vehicle,1637189,Chennai,0.21,0.21,3,Yes,Rejected
A0521,49,Female,Married,1,Graduate,Self-employed,333501,525,1,601994,240,Home,1558695,Mumbai,1.81,0.27,1,No,Rejected
A0522,57,Female,Married,1,Highschool,Salaried,784942,762,1,174723,180,Business,1438645,Jaipur,0.22,0.09,1,No,Approved
A0523,58,Male,Single,3,Highschool,Self-employed,569566,536,0,863043,120,Education,250476,Lucknow,1.52,0.15,3,Yes,Rejected
A0524,39,Female,Married,1,Graduate,Salaried,319975,325,0,466338,36,Business,1106347,Kolkata,1.46,0.49,4,Yes,Rejected
A0525,28,Female,Married,3,Postgraduate,Salaried,923503,420,2,1021815,240,Home,1103549,Delhi,1.11,0.19,1,No,Rejected
A0526,21,Male,Married,0,Graduate,Retired,1326103,805,1,807494,48,Education,1718626,Ahmedabad,0.61,0.2,1,No,Approved
A0527,42,Male,Divorced,3,Highschool,Salaried,548848,481,1,892515,24,Education,1874115,Mumbai,1.63,0.92,0,No,Rejected
A0528,37,Female,Single,2,Highschool,Salaried,366991,842,1,1493196,36,Personal,1630752,Delhi,4.07,1.52,5,Yes,Rejected
A0529,27,Male,Married,1,Graduate,Salaried,296952,614,2,1135211,24,Business,1583820,Ahmedabad,3.82,2.32,0,No,Rejected
A0530,45,Male,Married,1,Graduate,Salaried,533260,572,1,192416,12,Business,1135415,Mumbai,0.36,0.47,4,Yes,Rejected
A0531,24,Male,Married,2,Postgraduate,Salaried,665806,531,0,747122,60,Personal,167605,Chennai,1.12,0.22,1,No,Rejected
A0532,56,Female,Married,3,Graduate,Salaried,1076058,719,2,895818,12,Vehicle,1012714,Chennai,0.83,0.94,1,No,Rejected
A0533,26,Female,Married,0,Graduate,Salaried,246015,741,0,415315,180,Home,516754,Pune,1.69,0.11,2,No,Rejected
A0534,51,Male,Married,2,Highschool,Salaried,302877,795,0,250594,60,Business,1149707,Ahmedabad,0.83,0.17,4,Yes,Rejected
A0535,39,Female,Single,2,Graduate,Self-employed,593922,323,2,820892,120,Personal,1378314,Indore,1.38,0.34,5,Yes,Rejected
A0536,59,Male,Married,3,Highschool,Salaried,871088,408,3,584976,36,Education,712261,Kolkata,0.67,0.43,5,Yes,Rejected
A0537,47,Female,Widowed,1,Postgraduate,Salaried,1124501,801,3,1182121,24,Medical,535807,Bhopal,1.05,0.69,5,Yes,Rejected
A0538,30,Male,Divorced,3,Graduate,Self-employed,915768,324,0,285151,240,Personal,686475,Jaipur,0.31,0.02,4,Yes,Rejected
A0539,46,Male,Single,2,Graduate,Salaried,1175601,486,3,135790,180,Medical,983770,Jaipur,0.12,0.16,2,No,Rejected
A0540,39,Female,Single,2,Highschool,Salaried,591670,587,1,675300,120,Vehicle,1832,Ahmedabad,1.14,0.22,2,No,Rejected
A0541,59,Male,Single,1,Highschool,Salaried,631739,637,2,217827,24,Home,958872,Mumbai,0.34,0.36,0,No,Rejected
A0542,23,Female,Married,1,Graduate,Salaried,811796,336,0,1129625,36,Medical,1530217,Mumbai,1.39,0.46,4,Yes,Rejected
A0543,33,Female,Married,1,Highschool,Salaried,939127,436,1,1408699,48,Vehicle,1686786,Bhopal,1.5,0.44,4,Yes,Rejected
A0544,48,Male,Single,3,Graduate,Salaried,240633,807,3,1162836,180,Medical,105474,Kolkata,4.83,1.07,2,No,Rejected
A0545,40,Male,Married,1,Highschool,Salaried,1457302,526,1,296211,12,Education,594003,Lucknow,0.2,0.24,3,Yes,Rejected
A0546,48,Female,Married,2,Graduate,Salaried,1251893,619,3,535892,12,Education,858267,Kolkata,0.43,0.57,3,Yes,Rejected
A0547,28,Male,Married,2,Postgraduate,Salaried,507124,481,0,240547,240,Education,1646230,Lucknow,0.47,0.02,0,No,Rejected
A0548,59,Male,Married,0,Graduate,Salaried,1030547,385,1,1358062,24,Education,37570,Bhopal,1.32,0.72,3,Yes,Rejected
A0549,21,Male,Married,3,Graduate,Salaried,911323,766,2,246192,24,Personal,481193,Lucknow,0.27,0.27,3,Yes,Rejected
A0550,23,Male,Married,0,Highschool,Self-employed,923953,352,0,364130,24,Education,661975,Indore,0.39,0.2,3,Yes,Rejected
A0551,33,Male,Single,2,Highschool,Salaried,619876,534,1,787790,180,Education,1086887,Pune,1.27,0.18,1,No,Rejected
A0552,48,Female,Married,0,Graduate,Salaried,1126109,732,1,862857,36,Personal,1400965,Kolkata,0.77,0.31,0,No,Approved
A0553,45,Female,Married,2,Graduate,Salaried,1460945,795,3,1204055,48,Education,627475,Lucknow,0.82,0.33,2,No,Rejected
A0554,53,Male,Married,0,Graduate,Salaried,908669,399,0,492977,12,Vehicle,1858442,Chennai,0.54,0.54,3,Yes,Rejected
A0555,58,Male,Married,1,Highschool,Salaried,227043,898,0,1412896,120,Vehicle,1135455,Indore,6.22,0.62,5,Yes,Rejected
A0556,26,Male,Married,0,Highschool,Salaried,233635,702,0,708546,60,Business,540027,Kolkata,3.03,0.61,1,No,Rejected
A0557,52,Female,Single,1,Highschool,Self-employed,410387,695,0,1387999,180,Vehicle,66202,Lucknow,3.38,0.23,3,Yes,Rejected
A0558,41,Male,Married,1,Postgraduate,Salaried,1329267,826,3,477332,180,Home,98580,Chennai,0.36,0.16,1,No,Approved
A0559,36,Female,Single,3,Highschool,Retired,699730,714,2,184153,36,Home,1797355,Bhopal,0.26,0.26,0,No,Approved
A0560,41,Female,Single,1,Graduate,Salaried,1206891,762,0,883930,12,Home,1128175,Bhopal,0.73,0.73,5,Yes,Rejected
A0561,31,Female,Married,1,Highschool,Salaried,1342520,840,3,520331,240,Personal,689009,Ahmedabad,0.39,0.15,5,Yes,Rejected
A0562,57,Male,Widowed,0,Graduate,Salaried,927467,663,2,858272,48,Vehicle,755724,Jaipur,0.93,0.36,5,Yes,Rejected
A0563,56,Female,Single,2,Graduate,Salaried,655796,429,2,1226018,36,Home,964949,Delhi,1.87,0.81,3,Yes,Rejected
A0564,55,Male,Married,3,Postgraduate,Salaried,1101699,383,3,1205700,120,Business,1689634,Chennai,1.09,0.27,1,No,Rejected
A0565,39,Female,Married,1,Postgraduate,Salaried,1197057,570,0,411896,12,Personal,1350190,Ahmedabad,0.34,0.34,5,Yes,Rejected
A0566,40,Male,Single,3,Graduate,Salaried,1287812,543,2,1408064,36,Business,1385685,Indore,1.09,0.46,4,Yes,Rejected
A0567,38,Female,Married,0,Postgraduate,Retired,1005855,687,0,178947,12,Vehicle,1436052,Lucknow,0.18,0.18,4,Yes,Rejected
A0568,34,Male,Married,1,Postgraduate,Self-employed,754280,513,0,961148,12,Education,703981,Kolkata,1.27,1.27,1,No,Rejected
A0569,35,Female,Married,0,Postgraduate,Salaried,1211942,465,1,541209,240,Business,1440401,Mumbai,0.45,0.07,3,Yes,Rejected
A0570,51,Male,Single,3,Postgraduate,Salaried,315140,358,0,196496,180,Education,950430,Chennai,0.62,0.04,3,Yes,Rejected
A0571,21,Male,Single,0,Highschool,Salaried,375993,803,1,925329,48,Personal,1833915,Delhi,2.46,0.77,0,No,Rejected
A0572,23,Male,Married,3,Graduate,Salaried,1053349,422,2,1068410,180,Business,1687164,Mumbai,1.01,0.18,0,No,Rejected
A0573,36,Male,Married,0,Highschool,Salaried,410047,712,3,413760,60,Business,300141,Pune,1.01,0.64,5,Yes,Rejected
A0574,43,Female,Single,3,Highschool,Salaried,486100,438,1,1410613,48,Medical,191012,Delhi,2.9,0.85,2,No,Rejected
A0575,31,Female,Married,2,Postgraduate,Salaried,263879,528,3,601935,12,Personal,696084,Ahmedabad,2.28,2.96,0,No,Rejected
A0576,32,Male,Single,0,Graduate,Salaried,782848,573,2,470134,36,Personal,884237,Delhi,0.6,0.35,3,Yes,Rejected
A0577,30,Female,Married,0,Graduate,Retired,1238939,738,0,1370612,120,Home,162776,Lucknow,1.11,0.11,2,No,Rejected
A0578,52,Male,Single,2,Postgraduate,Self-employed,572454,861,2,794934,240,Vehicle,384346,Kolkata,1.39,0.28,0,No,Rejected
A0579,36,Male,Widowed,2,Postgraduate,Retired,924045,417,3,1140835,48,Business,1470183,Indore,1.23,0.5,1,No,Rejected
A0580,28,Female,Single,0,Postgraduate,Salaried,1142164,782,2,435076,60,Business,1007227,Mumbai,0.38,0.18,4,Yes,Rejected
A0581,58,Male,Single,2,Highschool,Salaried,1245533,694,0,369482,12,Personal,766230,Delhi,0.3,0.3,0,No,Rejected
A0582,32,Male,Single,1,Highschool,Salaried,1485844,759,2,1322366,120,Personal,2526,Lucknow,0.89,0.17,0,No,Rejected
A0583,44,Female,Single,3,Graduate,Salaried,679280,377,0,1292148,48,Vehicle,942190,Bhopal,1.9,0.48,1,No,Rejected
A0584,48,Male,Married,3,Highschool,Salaried,987600,711,1,242617,180,Personal,1908347,Delhi,0.25,0.08,3,Yes,Rejected
A0585,28,Male,Widowed,3,Highschool,Self-employed,507268,374,3,685768,180,Education,1317294,Delhi,1.35,0.44,5,Yes,Rejected
A0586,48,Male,Single,1,Graduate,Salaried,870392,594,0,760601,48,Education,270877,Jaipur,0.87,0.22,1,No,Rejected
A0587,56,Male,Married,2,Graduate,Salaried,1399399,320,0,1368962,48,Medical,312434,Mumbai,0.98,0.24,5,Yes,Rejected
A0588,46,Female,Married,2,Graduate,Salaried,754661,470,2,1040325,48,Education,334937,Jaipur,1.38,0.5,0,No,Rejected
A0589,28,Female,Married,0,Graduate,Salaried,322026,314,1,104695,120,Education,36051,Jaipur,0.33,0.22,3,Yes,Rejected
A0590,48,Female,Married,2,Graduate,Salaried,1278846,510,0,832426,180,Vehicle,15909,Kolkata,0.65,0.04,2,No,Rejected
A0591,48,Male,Single,0,Highschool,Salaried,1127890,859,1,1130120,36,Business,482898,Lucknow,1.0,0.39,0,No,Rejected
A0592,57,Male,Married,1,Highschool,Salaried,1481507,385,1,1134780,60,Education,1125914,Jaipur,0.77,0.19,1,No,Rejected
A0593,56,Female,Married,3,Graduate,Salaried,1313760,448,2,937366,60,Medical,1908440,Delhi,0.71,0.23,2,No,Rejected
A0594,47,Male,Single,3,Graduate,Retired,707532,671,0,1240467,240,Personal,1569127,Ahmedabad,1.75,0.09,4,Yes,Rejected
A0595,37,Male,Married,3,Graduate,Salaried,935053,779,2,570076,12,Education,1338853,Ahmedabad,0.61,0.74,2,No,Rejected
A0596,29,Male,Single,2,Highschool,Self-employed,762167,450,3,849045,24,Medical,1755507,Bhopal,1.11,0.79,1,No,Rejected
A0597,53,Male,Married,0,Postgraduate,Salaried,1222560,440,3,1217330,36,Vehicle,603350,Ahmedabad,1.0,0.48,2,No,Rejected
A0598,40,Female,Single,0,Graduate,Salaried,511741,368,0,972109,180,Personal,1230556,Bhopal,1.9,0.13,1,No,Rejected
A0599,33,Female,Married,1,Graduate,Salaried,1156636,559,1,487405,12,Medical,404494,Ahmedabad,0.42,0.47,0,No,Rejected
A0600,48,Female,Married,2,Graduate,Salaried,203626,820,0,613904,240,Education,373690,Pune,3.01,0.15,3,Yes,Rejected
A0601,49,Male,Married,1,Postgraduate,Salaried,408137,670,0,1132120,12,Business,1624322,Bhopal,2.77,2.77,4,Yes,Rejected
A0602,33,Female,Single,0,Graduate,Self-employed,1134149,718,3,467482,48,Personal,981769,Chennai,0.41,0.26,3,Yes,Rejected
A0603,55,Female,Married,0,Graduate,Self-employed,947320,400,3,664365,24,Personal,1890423,Mumbai,0.7,0.54,3,Yes,Rejected
